paper_id,title,year,field,citations,authors,journal_impact,country,open_access
P1418,Impact of Economics on Society 94,2020,Economics,2.0,1,,UK,True
P1419,The Future of Computer Science 71,2013,Computer Science,12.0,10,9.73,Japan,True
P1420,The Future of Computer Science 44,2016,Computer Science,54.0,2,6.88,Australia,True
P1421,Empirical Analysis of Medicine 91,2022,Medicine,7.0,6,3.24,France,True
P1422,Advances in Sociology 56,2015,Sociology,14.0,8,1.29,USA,False
P1423,Impact of Medicine on Society 78,2021,Medicine,0.0,1,3.16,UK,True
P1424,A Review of Economics Literature 21,2011,Economics,3.0,2,7.32,China,True
P1425,Advances in Economics 13,2017,Economics,86.0,9,2.87,Canada,True
P1426,Challenges in Computer Science 27,2020,Computer Science,67.0,5,7.27,Japan,True
P1427,New Methods in Sociology 53,2017,Sociology,0.0,1,2.18,Australia,False
P1428,Experimental Biology 93,2017,Biology,60.0,10,13.48,India,True
P1429,Experimental Chemistry 34,2013,Chemistry,20.0,5,7.68,UK,True
P1430,A Study of Biology Trends 39,2019,Biology,40.0,4,6.9,Brazil,False
P1431,New Methods in Medicine 13,2012,Medicine,12.0,6,14.84,Australia,False
P1432,Advances in Economics 51,2020,Economics,14.0,4,8.63,Germany,True
P1433,Experimental Biology 63,2023,Biology,13.0,4,7.14,Japan,True
P1434,Impact of Sociology on Society 7,2016,Sociology,21.0,5,2.13,UK,True
P1435,Challenges in Sociology 1,2010,Sociology,3.0,5,,Australia,False
P1436,A Review of Economics Literature 12,2013,Economics,0.0,9,2.65,France,True
P1437,A Study of Physics Trends 85,2010,Physics,7.0,6,5.57,Canada,True
P1438,Empirical Analysis of Computer Science 26,2012,Computer Science,24.0,8,3.45,Germany,False
P1439,The Future of Chemistry 4,2019,Chemistry,4.0,2,4.62,France,False
P1440,New Methods in Economics 22,2019,Economics,,5,12.61,Germany,True
P1441,A Study of Chemistry Trends 11,2012,Chemistry,70.0,3,11.37,France,False
P1442,Empirical Analysis of Sociology 15,2012,Sociology,1.0,3,12.43,India,True
P1443,A Study of Economics Trends 51,2020,Economics,22.0,5,8.67,UK,True
P1444,Empirical Analysis of Economics 63,2018,Economics,11.0,2,10.12,France,True
P1445,A Study of Chemistry Trends 12,2010,Chemistry,40.0,1,3.58,USA,True
P1446,Experimental Sociology 50,2019,Sociology,3.0,10,14.97,Australia,True
P1447,Impact of Sociology on Society 48,2012,Sociology,23.0,9,0.56,Australia,False
P1448,A Review of Chemistry Literature 48,2010,Chemistry,36.0,9,11.62,India,True
P1449,Impact of Biology on Society 58,2012,Biology,57.0,2,3.12,Canada,True
P1450,Advances in Economics 34,2014,Economics,22.0,4,13.85,Brazil,True
P1451,Empirical Analysis of Physics 60,2012,Physics,13.0,9,4.07,China,False
P1452,A Study of Biology Trends 29,2018,Biology,19.0,6,7.72,Brazil,False
P1453,A Study of Medicine Trends 73,2016,Medicine,40.0,9,1.87,Australia,True
P1454,Advances in Medicine 20,2019,Medicine,16.0,6,5.27,USA,True
P1455,The Future of Computer Science 11,2019,Computer Science,0.0,5,4.62,China,True
P1456,Challenges in Sociology 70,2020,Sociology,53.0,3,,USA,False
P1457,A Review of Physics Literature 97,2010,Physics,23.0,5,2.27,Australia,False
P1458,New Methods in Sociology 71,2021,Sociology,22.0,10,5.92,UK,True
P1459,Advances in Sociology 50,2021,Sociology,4.0,4,13.97,Japan,False
P1460,Experimental Economics 54,2020,Economics,21.0,3,2.04,China,True
P1461,Experimental Physics 88,2023,Physics,10.0,2,5.19,Canada,False
P1462,Empirical Analysis of Medicine 74,2014,Medicine,21.0,5,0.92,China,True
P1463,New Methods in Economics 61,2011,Economics,2.0,10,7.17,Australia,False
P1464,A Study of Physics Trends 11,2013,Physics,21.0,6,10.76,UK,True
P1465,A Review of Chemistry Literature 92,2017,Chemistry,148.0,9,7.46,USA,False
P1466,Advances in Biology 65,2019,Biology,0.0,8,9.61,Germany,True
P1467,Experimental Economics 74,2017,Economics,75.0,1,4.41,France,True
P1468,Impact of Sociology on Society 16,2023,Sociology,10.0,3,10.04,India,False
P1469,Empirical Analysis of Chemistry 23,2017,Chemistry,40.0,1,5.28,Japan,False
P1470,Impact of Biology on Society 28,2012,Biology,30.0,8,1.14,China,False
P1471,New Methods in Physics 17,2013,Physics,16.0,1,9.52,Germany,False
P1472,Advances in Economics 55,2023,Economics,26.0,2,7.07,Canada,True
P1473,The Future of Sociology 88,2016,Sociology,42.0,7,14.24,China,True
P1474,A Review of Computer Science Literature 26,2019,Computer Science,10.0,1,15.0,USA,False
P1475,Impact of Computer Science on Society 77,2012,Computer Science,7.0,2,13.65,China,True
P1476,A Study of Medicine Trends 41,2022,Medicine,,7,12.06,Australia,True
P1477,The Future of Chemistry 12,2019,Chemistry,32.0,7,2.38,India,True
P1478,A Review of Economics Literature 72,2023,Economics,,3,13.02,France,True
P1479,A Review of Chemistry Literature 71,2022,Chemistry,31.0,10,12.12,Germany,False
P1480,Challenges in Physics 36,2012,Physics,11.0,10,4.6,Japan,False
P1481,Experimental Sociology 59,2019,Sociology,34.0,8,12.07,France,False
P1482,Advances in Computer Science 90,2020,Computer Science,2.0,10,11.29,USA,True
P1483,Experimental Sociology 54,2018,Sociology,15.0,6,8.43,Brazil,True
P1484,The Future of Chemistry 54,2014,Chemistry,0.0,5,9.23,Canada,False
P1485,Impact of Sociology on Society 19,2012,Sociology,7.0,6,1.84,Japan,True
P1486,The Future of Medicine 14,2021,Medicine,9.0,4,4.2,USA,True
P1487,The Future of Economics 37,2020,Economics,10.0,9,,China,True
P1488,Experimental Computer Science 45,2015,Computer Science,23.0,2,11.68,France,True
P1489,A Review of Chemistry Literature 34,2017,Chemistry,9.0,8,6.28,France,True
P1490,A Review of Chemistry Literature 84,2019,Chemistry,11.0,10,0.8,China,True
P1491,Empirical Analysis of Sociology 74,2019,Sociology,5.0,3,3.52,China,False
P1492,Empirical Analysis of Economics 5,2011,Economics,9.0,2,6.13,Brazil,True
P1493,Impact of Sociology on Society 36,2013,Sociology,5.0,8,6.33,USA,True
P1494,A Review of Medicine Literature 19,2016,Medicine,1.0,2,9.88,China,True
P1495,A Review of Physics Literature 5,2016,Physics,18.0,8,14.34,China,False
P1496,A Review of Medicine Literature 43,2012,Medicine,22.0,5,2.73,Australia,True
P1497,New Methods in Physics 7,2011,Physics,19.0,8,4.83,Canada,True
P1498,Empirical Analysis of Biology 35,2010,Biology,12.0,8,12.12,Brazil,True
P1499,Challenges in Chemistry 3,2013,Chemistry,9.0,4,11.17,France,True
P1500,Challenges in Chemistry 39,2018,Chemistry,39.0,4,13.86,Germany,False
